chr	start	end
m_chr13_62	chr13	91437363	92284682
m_chr13_63	chr13	92288132	92313416
m_chr13_64	chr13	93008301	93190483
m_chr13_65	chr13	93207171	93289886
m_chr13_66	chr13	93369577	93805061
m_chr13_67	chr13	93829499	94589309
m_chr13_68	chr13	94590882	95015614
m_chr13_69	chr13	96123612	98848834
m_chr13_70	chr13	99600870	101529108
m_chr13_71	chr13	101653974	102796274
m_chr13_72	chr13	103586004	103659386
m_chr13_73	chr13	103760044	103838772
m_chr13_74	chr13	103842409	104095610
m_chr13_75	chr13	104903094	105022375
m_chr13_76	chr13	105133341	105770750
m_chr13_77	chr13	105793588	106653123
m_chr13_78	chr13	106789729	106976601
m_chr13_79	chr13	106990675	107598347
m_chr13_80	chr13	107611519	110716777
m_chr13_81	chr13	110954157	113810578
m_chr13_82	chr13	113811316	115277900
m_chr13_83	chr13	115282870	115320875
m_chr13_84	chr13	115438693	115557252
m_chr13_85	chr13	115780978	116532883
m_chr13_86	chr13	116533616	116623388
m_chr13_87	chr13	117279336	117818372
m_chr13_88	chr13	117820646	122484044
m_chr13_89	chr13	122521216	123960058
m_chr13_90	chr13	124094430	124188687
m_chr13_91	chr13	124399611	127219035
m_chr13_92	chr13	127223009	127380148
m_chr13_93	chr13	127525483	128570129
m_chr13_94	chr13	128585946	129553738
m_chr13_95	chr13	129773711	134948903
m_chr13_96	chr13	134953059	135101280
m_chr13_97	chr13	135145239	135978875
m_chr13_98	chr13	135999712	136541725
m_chr13_99	chr13	138343537	144505681
m_chr13_100	chr13	144506123	146053362
m_chr13_101	chr13	146261086	146974170
m_chr13_102	chr13	147129736	151715094
m_chr13_103	chr13	152475040	154101359
m_chr13_104	chr13	154146539	154153300
m_chr13_105	chr13	154208566	154519448
m_chr13_106	chr13	154721512	160477630
m_chr13_107	chr13	160940461	163061627
m_chr13_108	chr13	165360058	167681454
m_chr14_1	chr14	1	508990
m_chr14_2	chr14	724006	5264281
m_chr14_3	chr14	5316952	6097085
m_chr14_4	chr14	6391229	6606338
m_chr14_5	chr14	6611234	6784624
m_chr14_6	chr14	7022946	7588306
m_chr14_7	chr14	7650154	9267273
m_chr14_8	chr14	9283657	10698891
m_chr14_9	chr14	10846801	11705145
m_chr14_10	chr14	11746994	12525940
m_chr14_11	chr14	14333855	14847940
m_chr14_12	chr14	14885961	15314910
m_chr14_13	chr14	15949207	16121459
m_chr14_14	chr14	16449485	16688001
m_chr14_15	chr14	16689993	17338501
m_chr14_16	chr14	17366581	20753188
m_chr14_17	chr14	20759305	21063992
m_chr14_18	chr14	21066521	21433964
m_chr14_19	chr14	21447467	26317493
m_chr14_20	chr14	26318008	26372339
m_chr14_21	chr14	26372524	27268638
m_chr14_22	chr14	27279398	29181660
m_chr14_23	chr14	29669134	30844611
m_chr14_24	chr14	31129983	34231831
m_chr14_25	chr14	34245323	37036298
m_chr14_26	chr14	37036737	37113147
m_chr14_27	chr14	37435081	38440891
m_chr14_28	chr14	38452785	38462352
m_chr14_29	chr14	38474008	39248281
m_chr14_30	chr14	39643310	39854943
m_chr14_31	chr14	40822433	43228000
m_chr14_32	chr14	43850532	47669705
m_chr14_33	chr14	47670226	48650495
m_chr14_34	chr14	48959554	49380801
m_chr14_35	chr14	50182817	52516914
m_chr14_36	chr14	52524378	52950380
m_chr14_37	chr14	53217582	53220757
m_chr14_38	chr14	53583190	54205158
m_chr14_39	chr14	54234617	57555011
m_chr14_40	chr14	57664978	58544160
m_chr14_41	chr14	58545120	58772597
m_chr14_42	chr14	58773106	59255784
m_chr14_43	chr14	59256650	60208257
m_chr14_44	chr14	60287063	60353430
m_chr14_45	chr14	60558738	62039307
m_chr14_46	chr14	62228508	62672936
m_chr14_47	chr14	62719596	63180863
m_chr14_48	chr14	63419022	66075530
m_chr14_49	chr14	66080833	66098138
m_chr14_50	chr14	66099311	66283041
m_chr14_51	chr14	66283197	67237847
m_chr14_52	chr14	67250026	70139246
m_chr14_53	chr14	70139397	70263923
m_chr14_54	chr14	70406044	70617177
m_chr14_55	chr14	70617759	71911898
m_chr14_56	chr14	71919415	77752525
m_chr14_57	chr14	77969177	78694432
m_chr14_58	chr14	78695358	79517926
m_chr14_59	chr14	79518424	80060871
m_chr14_60	chr14	80063676	81201648
m_chr14_61	chr14	81852205	82253889
m_chr14_62	chr14	82255027	82260177
m_chr14_63	chr14	82260399	83418819
m_chr14_64	chr14	83419853	83641843
m_chr14_65	chr14	84012989	84378451
m_chr14_66	chr14	85382390	86208117
m_chr14_67	chr14	86277483	89595601
m_chr14_68	chr14	89596617	90782560
m_chr14_69	chr14	91544799	92040928
m_chr14_70	chr14	92114822	94258032
m_chr14_71	chr14	94779692	96300474
m_chr14_72	chr14	97037523	97421482
m_chr14_73	chr14	97554594	98536131
m_chr14_74	chr14	98546462	98573927
m_chr14_75	chr14	98767133	98789326
m_chr14_76	chr14	98795249	98836762
m_chr14_77	chr14	98861899	99319540
m_chr14_78	chr14	99331605	99336295
m_chr14_79	chr14	99338744	100442539
m_chr14_80	chr14	100459415	101082194
m_chr14_81	chr14	101128279	101298959
m_chr14_82	chr14	101305505	101954092
m_chr14_83	chr14	101961171	101980514
m_chr14_84	chr14	101995045	102623203
m_chr14_85	chr14	102633815	103088277
m_chr14_86	chr14	103096430	105988238
m_chr14_87	chr14	106025192	106745429
m_chr14_88	chr14	107075490	107503929
m_chr14_89	chr14	107579222	110454014
m_chr14_90	chr14	110454561	111577427
m_chr14_91	chr14	111654516	112053702
m_chr14_92	chr14	112092764	112122170
m_chr14_93	chr14	112238682	112332819
m_chr14_94	chr14	112365888	112512623
m_chr14_95	chr14	113902552	114701200
m_chr14_96	chr14	114718179	114996991
m_chr14_97	chr14	115255650	115561115
m_chr14_98	chr14	116408109	116711912
m_chr14_99	chr14	116720323	117147841
m_chr14_100	chr14	117148588	118329461
m_chr14_101	chr14	118331138	118744955
m_chr14_102	chr14	119088160	119803799
m_chr14_103	chr14	119805855	120318790
m_chr14_104	chr14	120323575	120329185
m_chr14_105	chr14	120624575	120834234
m_chr14_106	chr14	120896709	121087181
m_chr14_107	chr14	121207838	122145020
m_chr14_108	chr14	122145550	124774121
m_chr14_109	chr14	124821406	124965655
m_chr14_110	chr14	125982432	125997812
m_chr14_111	chr14	128214240	129591748
m_chr14_112	chr14	129610664	132891804
m_chr14_113	chr14	132943496	133407769
m_chr14_114	chr14	133413046	133462785
m_chr14_115	chr14	133464332	133549983
m_chr14_116	chr14	134310731	134750170
m_chr14_117	chr14	134759012	134937338
m_chr14_118	chr14	134946889	136792638
m_chr14_119	chr14	136798895	136900874
m_chr14_120	chr14	137056742	137539416
m_chr14_121	chr14	138019632	138052589
m_chr14_122	chr14	142651168	143162542
m_chr14_123	chr14	143172702	143834924
m_chr14_124	chr14	143860073	145281948
m_chr14_125	chr14	145595231	146520895
m_chr14_126	chr14	146559550	148170230
m_chr15_1	chr15	1	194117
m_chr15_2	chr15	372076	419520
m_chr15_3	chr15	1363596	1651401
m_chr15_4	chr15	2425251	4337162
m_chr15_5	chr15	6024041	6090498
m_chr15_6	chr15	6112613	6701841
m_chr15_7	chr15	12326965	12695003
m_chr15_8	chr15	12794928	16220350
m_chr15_9	chr15	16351197	16861236
m_chr15_10	chr15	16868640	17229109
m_chr15_11	chr15	17267170	17520089
m_chr15_12	chr15	17534468	18035129
m_chr15_13	chr15	18086784	21340170
m_chr15_14	chr15	21370304	21706410
m_chr15_15	chr15	21740914	23944640
m_chr15_16	chr15	23953087	27754499
m_chr15_17	chr15	28042682	31124307
m_chr15_18	chr15	31638028	33478155
m_chr15_19	chr15	33500643	34087677
m_chr15_20	chr15	34116547	39782962
m_chr15_21	chr15	39783078	40773205
m_chr15_22	chr15	40775021	43852500
m_chr15_23	chr15	43853362	46077301
m_chr15_24	chr15	46106301	46236472
m_chr15_25	chr15	46237289	47438515
m_chr15_26	chr15	47439007	49673973
m_chr15_27	chr15	49725471	49982363
m_chr15_28	chr15	49983625	50254419
m_chr15_29	chr15	50257479	51135620
m_chr15_30	chr15	51198696	51926222
m_chr15_31	chr15	51996101	54562525
m_chr15_32	chr15	54601467	55434695
m_chr15_33	chr15	55436223	55776682
m_chr15_34	chr15	55776823	56598161
m_chr15_35	chr15	56618496	60463969
m_chr15_36	chr15	60490649	60669201
m_chr15_37	chr15	60673839	63061420
m_chr15_38	chr15	63066414	63484194
m_chr15_39	chr15	63613898	63753524
m_chr15_40	chr15	63818182	64235278
m_chr15_41	chr15	64321272	64330786
m_chr15_42	chr15	64615871	65119138
m_chr15_43	chr15	65175396	66000200
m_chr15_44	chr15	66004524	66291716
m_chr15_45	chr15	66292361	68144682
m_chr15_46	chr15	68155485	68712090
m_chr15_47	chr15	68742492	68895688
m_chr15_48	chr15	68942357	69956065
m_chr15_49	chr15	69960819	73269730
m_chr15_50	chr15	73784562	73911507
m_chr15_51	chr15	73911839	74853927
m_chr15_52	chr15	76293481	77826069
m_chr15_53	chr15	77846453	78162648
m_chr15_54	chr15	78170165	78469591
m_chr15_55	chr15	78471934	79688928
m_chr15_56	chr15	79694975	81019520
m_chr15_57	chr15	81022976	81331774
m_chr15_58	chr15	81332854	82639738
m_chr15_59	chr15	82647914	83637821
m_chr15_60	chr15	83643175	84470048
m_chr15_61	chr15	84658772	87240466
m_chr15_62	chr15	87263151	88768754
m_chr15_63	chr15	88778505	89702299
m_chr15_64	chr15	90669231	92489405
m_chr15_65	chr15	92529531	92529614
m_chr15_66	chr15	92530581	92877768
m_chr15_67	chr15	92880049	93785244
m_chr15_68	chr15	93788619	93818524
m_chr15_69	chr15	93830807	94172935
m_chr15_70	chr15	94195711	94914175
m_chr15_71	chr15	94958866	94966609
m_chr15_72	chr15	94967954	95327757
m_chr15_73	chr15	95392413	96287028
m_chr15_74	chr15	96312987	97958365
m_chr15_75	chr15	98043646	100288514
m_chr15_76	chr15	100289022	100325496
m_chr15_77	chr15	100326703	101844057
m_chr15_78	chr15	101860243	105315290
m_chr15_79	chr15	105395749	106642554
m_chr15_80	chr15	106647177	106659589
m_chr15_81	chr15	106669332	107732486
m_chr15_82	chr15	107799339	108527954
m_chr15_83	chr15	108594105	109729134
m_chr15_84	chr15	109917112	110918034
m_chr15_85	chr15	110920206	111226756
m_chr15_86	chr15	111243909	112383641
m_chr15_87	chr15	112463047	113876167
m_chr15_88	chr15	113876614	115005338
m_chr15_89	chr15	115005669	115043547
m_chr15_90	chr15	115051315	118623712
m_chr15_91	chr15	118626268	118700421
m_chr15_92	chr15	118711150	120340817
m_chr15_93	chr15	120340976	121115354
m_chr15_94	chr15	121561182	122022038
m_chr15_95	chr15	122117057	122557866
m_chr15_96	chr15	122634469	122928963
m_scaffold16_1	scaffold16	1	698599
